[2026-04-09T22:52:46.378Z] POST https://region1.analytics.google.com/g/collect?v=2&tid=G-2Y6Q0FG9CF&gtm=45je6481v883297592z877533538za20gzb77533538zd77533538&_p=1775775165283&_gaz=1&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AAAAAGA&are=1&cid=1297205377.1775775166&frm=0&pscdl=noapi&rcb=10&sr=1280x720&uaa=x86&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uam=&uamb=0&uap=Windows&uapv=19.0.0&uaw=0&ul=en-gb&_s=1&tag_exp=0~115938465~115938469&sid=1775775166&sct=1&seg=0&dl=https%3A%2F%2Fwww.dolphinsnrl.com.au%2Fdevelopment%2Fpositional-roles-and-responsibilities%2F&dt=Positional%20Roles%20and%20Responsibilities%20%7C%20Dolphins&_tu=SA&en=page_view&_fv=1&_nsi=1&_ss=2&ep.platform=Web&ep.page_load_time=4.40&epn.content_id=1385352&ep.content_type=standard&ep.content_name=Positional%20Roles%20and%20Responsibilities&ep.publish_date=2022-07-06T05%3A57%3A56%2B00%3A00&ep.content_topic=-&ep.content_subtype=-&ep.content_sponsor=-&ep.content_teams=-&ep.content_team_1=-&ep.competition=-&ep.season=-&ep.round=-&ep.match=-&ep.syndicate_content=False&ep.syndicate_original_creator=-&ep.syndicate_original_url=-&ep.content_author=-&ep.players=-&ep.content_additionalTopics=-&ep.match_centre_status=&ep.test_page_path=78756360%2Fdolphins.web%2Fstandard&up.loggedin=No&up.year_of_birth=unknown&up.has_adblocker=-&up.gender=unknown&up.age=unknown&tfd=4551 → 204 (111ms, ?B)
[2026-04-09T22:52:46.378Z] POST https://stats.g.doubleclick.net/g/collect?v=2&tid=G-2Y6Q0FG9CF&cid=1297205377.1775775166&gtm=45je6481v883297592z877533538za20gzb77533538zd77533538&rcb=10&aip=1&dma=0&gcd=13l3l3l3l1l1&npa=0&frm=0&tag_exp=0~115938465~115938469 → 204 (86ms, ?B)
[2026-04-09T22:52:46.378Z] GET https://www.google.co.uk/ads/ga-audiences?v=1&t=sr&slf_rd=1&_r=4&tid=G-2Y6Q0FG9CF&cid=1297205377.1775775166&gtm=45je6481v883297592z877533538za20gzb77533538zd77533538&rcb=10&aip=1&dma=0&gcd=13l3l3l3l1l1&npa=0&frm=0&tag_exp=0~115938465~115938469&z=1744434749 → 200 (30ms, 42B)
[2026-04-09T22:52:50.327Z] POST https://syd-col.eum-appdynamics.com/eumcollector/beacons/browser/v1/SY-AAB-NTB/adrum → pending (?ms, ?B)
[2026-04-09T22:52:56.118Z] POST https://analytics.tiktok.com/api/v2/pixel → 200 (396ms, ?B)
[2026-04-09T22:58:52.535Z] GET https://www.broncos.com.au/siteassets/development/epd/programs/coachingmanual-vol1-digital.pdf → 200 (122ms, ?B)
[2026-04-09T22:59:04.759Z] GET https://www.broncos.com.au/development/ → pending (?ms, ?B)
[2026-04-09T22:59:06.164Z] GET https://cdn.optimizely.com/js/26919700052.js → 200 (36ms, 262548B)
[2026-04-09T22:59:06.164Z] GET https://www.broncos.com.au/Client/dist/public/fonts/rl2-bold.woff2 → 200 (68ms, 18960B)
[2026-04-09T22:59:06.164Z] GET https://www.broncos.com.au/Client/dist/public/fonts/rl2-medium.woff2 → 200 (30ms, 18700B)
[2026-04-09T22:59:06.164Z] GET https://www.broncos.com.au/Client/dist/public/fonts/rl2-regular.woff2 → 200 (33ms, 18384B)
[2026-04-09T22:59:06.164Z] GET https://www.broncos.com.au/Client/dist/styles.48F64E1C.css → 200 (33ms, 378807B)
[2026-04-09T22:59:06.164Z] GET https://cdn.appdynamics.com/adrum/adrum-23.3.0.4265.js → 200 (2ms, 113286B)
[2026-04-09T22:59:06.164Z] GET https://www.broncos.com.au/globalassets/.lookups/themes/broncos-badge-light.svg → 200 (71ms, 9063B)
[2026-04-09T22:59:06.164Z] GET https://www.broncos.com.au/globalassets/.lookups/themes/broncos-text.svg → 200 (71ms, 3130B)
[2026-04-09T22:59:06.164Z] GET https://www.broncos.com.au/siteassets/.lookups/sponsors/kia_app_logo.png?preset=sponsor-navigation → 200 (99ms, 2820B)
[2026-04-09T22:59:06.164Z] GET https://www.broncos.com.au/siteassets/team/2000x800-header-web-404.jpg?center=0.459%2C0.499&preset=hero-primary-wide → pending (?ms, ?B)
[2026-04-09T22:59:06.164Z] GET https://www.broncos.com.au/Client/dist/vendor.AA4CE48F.js → 200 (224ms, 236035B)
[2026-04-09T22:59:06.164Z] GET https://www.broncos.com.au/Client/dist/nrl.E5C86822.js → 200 (262ms, 330061B)
[2026-04-09T22:59:06.261Z] GET https://www.googletagmanager.com/gtm.js?id=GTM-PV42QSK → 200 (50ms, 652648B)
[2026-04-09T22:59:06.303Z] GET https://www.broncos.com.au/contentassets/6d5c413abfa04ac1936bf03d4080b37a/acknowledgement/acknowledgement-of-country.jpg?preset=acknowledegement-of-country-1736x288-webp → 200 (59ms, 22400B)
[2026-04-09T22:59:06.303Z] GET https://www.broncos.com.au/siteassets/.lookups/sponsors/kia-150x150-major-footer.svg?preset=sponsor-300x300 → 200 (58ms, 932B)
[2026-04-09T22:59:06.303Z] GET https://www.broncos.com.au/contentassets/355a2119ace34391bd446cdc8d249d11/star-black-svg.svg?preset=sponsor-small → 200 (60ms, 4817B)
[2026-04-09T22:59:06.303Z] GET https://www.broncos.com.au/siteassets/sponsorship/150x150-xxxx-2020.svg?preset=sponsor-small → 200 (69ms, 1636B)
[2026-04-09T22:59:06.303Z] GET https://www.broncos.com.au/siteassets/.lookups/sponsors/firstmac-small.svg?preset=sponsor-small → 200 (63ms, 6466B)
[2026-04-09T22:59:06.303Z] GET https://www.broncos.com.au/siteassets/.lookups/sponsors/asics_footer.svg?preset=sponsor-small → 200 (69ms, 3126B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/siteassets/.lookups/sponsors/nationalstorage.svg?preset=sponsor-small → 200 (60ms, 4638B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/siteassets/.lookups/sponsors/coca-cola-200x200-footer.png?preset=sponsor-small → 200 (59ms, 6647B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/siteassets/.lookups/sponsors/bcf-200x200_footer.png?preset=sponsor-small → 200 (60ms, 8054B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/siteassets/.lookups/sponsors/hostplus-footer2.png?preset=sponsor-small → 200 (57ms, 5734B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/siteassets/sponsorship/150x150-2021-mcdonalds-2.png?preset=sponsor-small → 200 (59ms, 6928B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/.theme/broncos/badge-basic24-light.svg?bust=202603200353 → 200 (67ms, 3465B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/.theme/bulldogs/badge-basic24.svg?bust=202510310458 → 200 (67ms, 9463B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/.theme/cowboys/badge-basic24-light.svg?bust=202603300722 → 200 (67ms, 3946B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/.theme/dolphins/badge-basic24.svg?bust=202603300722 → 200 (69ms, 6115B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/.theme/dragons/badge-basic24-light.svg?bust=202603300722 → 200 (64ms, 4736B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/.theme/eels/badge-basic24.svg?bust=202603300722 → 200 (64ms, 7258B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/.theme/knights/badge-basic24.svg?bust=202603300722 → 200 (70ms, 4014B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/.theme/panthers/badge-basic24.svg?bust=202603300722 → 200 (70ms, 30923B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/.theme/rabbitohs/badge-basic24-light.svg?bust=202603300722 → 200 (112ms, 2408B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/.theme/raiders/badge-basic24.svg?bust=202603300722 → 200 (113ms, 4539B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/.theme/roosters/badge-basic24.svg?bust=202603300722 → 200 (109ms, 6624B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/.theme/sea-eagles/badge-basic24.svg?bust=202603300722 → 200 (103ms, 2660B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/.theme/sharks/badge-basic24-light.svg?bust=202603300722 → 200 (106ms, 5748B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/.theme/storm/badge-basic24-light.svg?bust=202603300722 → 200 (107ms, 2218B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/.theme/titans/badge-basic24.svg?bust=202603300722 → 200 (101ms, 2771B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/.theme/warriors/badge-basic24.svg?bust=202603300722 → 200 (105ms, 22734B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/.theme/wests-tigers/badge-basic24.svg?bust=202603300722 → 200 (102ms, 12826B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/.theme/nswrl/badge.svg?bust=202603300722 → 200 (116ms, 9575B)
[2026-04-09T22:59:06.308Z] GET https://www.broncos.com.au/.theme/nt/badge.svg?bust=202603300722 → 200 (114ms, 5252B)
[2026-04-09T22:59:06.309Z] GET https://www.broncos.com.au/.theme/qrl/badge.svg?bust=202603300722 → 200 (109ms, 2006B)
[2026-04-09T22:59:06.309Z] GET https://www.broncos.com.au/.theme/sa/badge.svg?bust=202603300722 → 200 (104ms, 5592B)
